gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,year,state
female,group B,high school,free/reduced,completed,67,78,79,2020,Missouri
male,group D,some college,standard,none,71,49,52,2018,Indiana
female,group C,associate's degree,standard,none,91,86,84,2018,Arizona
male,group D,bachelor's degree,standard,none,69,58,57,2015,New York
male,group C,master's degree,free/reduced,none,54,59,50,2016,Georgia
male,group C,high school,standard,completed,53,52,49,2017,California
male,group E,some college,standard,none,68,60,59,2017,Florida
male,group C,some high school,free/reduced,completed,56,61,60,2020,Colorado
female,group C,high school,free/reduced,none,36,53,43,2020,Washington
female,group D,bachelor's degree,free/reduced,none,29,41,47,2018,Maryland
female,group C,associate's degree,standard,none,62,74,70,2017,Maryland
female,group C,associate's degree,standard,completed,68,67,73,2020,Massachusetts
female,group C,some high school,standard,none,47,54,53,2018,Virginia
male,group E,associate's degree,standard,completed,62,61,58,2017,Ohio
female,group E,associate's degree,standard,completed,79,88,94,2018,Florida
male,group B,high school,standard,completed,73,69,68,2015,Florida
female,group C,bachelor's degree,free/reduced,completed,66,83,83,2016,Indiana
male,group C,associate's degree,standard,completed,51,60,58,2018,California
female,group D,high school,standard,none,51,66,62,2016,Colorado
male,group E,bachelor's degree,standard,completed,85,66,71,2015,Indiana
male,group A,associate's degree,standard,completed,97,92,86,2016,Ohio
male,group C,high school,standard,completed,75,69,68,2018,Georgia
male,group D,associate's degree,free/reduced,completed,79,82,80,2017,Pennsylvania
female,group C,associate's degree,standard,none,81,77,79,2016,Texas
female,group D,associate's degree,standard,none,82,95,89,2019,Wisconsin
female,group D,master's degree,standard,none,64,63,66,2018,Massachusetts
male,group E,some high school,free/reduced,completed,78,83,80,2017,Indiana
female,group A,some high school,standard,completed,92,100,97,2020,Missouri
male,group C,high school,standard,completed,72,67,64,2018,Texas
female,group C,high school,free/reduced,none,62,67,64,2015,Ohio
male,group C,master's degree,standard,none,79,72,69,2015,Michigan
male,group C,some high school,free/reduced,none,79,76,65,2020,Indiana
male,group B,bachelor's degree,free/reduced,completed,87,90,88,2017,Ohio
female,group B,associate's degree,standard,none,40,48,50,2020,North Carolina
male,group D,some college,free/reduced,none,77,62,64,2016,North Carolina
male,group E,associate's degree,standard,none,53,45,40,2018,Georgia
female,group C,some college,free/reduced,none,32,39,33,2020,Florida
female,group C,associate's degree,standard,completed,55,72,79,2015,Texas
male,group C,master's degree,free/reduced,none,61,67,66,2020,Indiana
female,group B,associate's degree,free/reduced,none,53,70,70,2018,Pennsylvania
male,group D,some high school,standard,none,73,66,62,2020,Washington
female,group D,some college,standard,completed,74,75,79,2015,Colorado
female,group C,some college,standard,none,63,74,74,2016,Massachusetts
male,group C,bachelor's degree,standard,completed,96,90,92,2015,Illinois
female,group D,some college,free/reduced,completed,63,80,80,2015,Pennsylvania
male,group B,bachelor's degree,free/reduced,none,48,51,46,2015,New York
male,group B,associate's degree,standard,none,48,43,45,2020,Texas
female,group E,bachelor's degree,free/reduced,completed,92,100,100,2016,Colorado
female,group D,master's degree,free/reduced,completed,61,71,78,2020,Florida
male,group B,high school,free/reduced,none,63,48,47,2020,Massachusetts
male,group D,bachelor's degree,free/reduced,none,68,68,67,2018,Florida
male,group B,some college,standard,completed,71,75,70,2020,Tennessee
male,group A,bachelor's degree,standard,none,91,96,92,2017,Maryland
female,group C,some college,standard,none,53,62,56,2016,Pennsylvania
female,group C,high school,free/reduced,completed,50,66,64,2018,California
female,group E,high school,standard,none,74,81,71,2019,Florida
male,group A,associate's degree,free/reduced,completed,40,55,53,2017,Illinois
male,group A,some college,standard,completed,61,51,52,2019,California
female,group B,high school,standard,none,81,91,89,2018,Texas
female,group B,some college,free/reduced,completed,48,56,58,2016,Texas
female,group D,master's degree,standard,none,53,61,68,2016,Pennsylvania
female,group D,some high school,standard,none,81,97,96,2016,Massachusetts
female,group E,some high school,standard,none,77,79,80,2016,Virginia
female,group D,bachelor's degree,free/reduced,none,63,73,78,2018,Florida
female,group D,associate's degree,standard,completed,73,75,80,2016,Missouri
female,group D,some college,standard,none,69,77,77,2017,Indiana
female,group C,associate's degree,standard,none,65,76,76,2015,Maryland
female,group A,high school,standard,none,55,73,73,2017,Wisconsin
female,group C,bachelor's degree,free/reduced,none,44,63,62,2017,California
female,group C,some college,standard,none,54,64,65,2017,Massachusetts
female,group A,some high school,standard,none,48,66,65,2017,Wisconsin
male,group C,some college,free/reduced,none,58,57,54,2016,Maryland
male,group A,some high school,standard,none,71,62,50,2016,Colorado
male,group E,bachelor's degree,standard,none,68,68,64,2015,Ohio
female,group E,high school,standard,none,74,76,73,2015,Washington
female,group C,bachelor's degree,standard,completed,92,100,99,2017,New York
female,group C,bachelor's degree,standard,completed,56,79,72,2019,Indiana
male,group B,high school,free/reduced,none,30,24,15,2015,Tennessee
male,group A,some high school,standard,none,53,54,48,2015,Colorado
female,group D,high school,standard,none,69,77,73,2015,California
female,group D,some high school,standard,none,65,82,81,2015,Florida
female,group D,master's degree,standard,none,54,60,63,2018,Tennessee
female,group C,high school,standard,none,29,29,30,2019,Georgia
female,group E,some college,standard,none,76,78,80,2016,Virginia
male,group D,high school,free/reduced,none,60,57,51,2016,Florida
male,group D,master's degree,free/reduced,completed,84,89,90,2018,Tennessee
male,group C,some high school,standard,none,75,72,62,2017,Maryland
female,group C,associate's degree,standard,none,85,84,82,2017,Florida
female,group C,master's degree,free/reduced,none,40,58,54,2020,Georgia
female,group E,some college,standard,none,61,64,62,2016,Washington
female,group B,associate's degree,standard,none,58,63,65,2018,Pennsylvania
male,group D,some college,free/reduced,completed,69,60,63,2016,Ohio
female,group C,some college,standard,none,58,59,66,2018,Massachusetts
male,group C,bachelor's degree,standard,completed,94,90,91,2019,Maryland
female,group C,associate's degree,standard,none,65,77,74,2015,Indiana
female,group A,associate's degree,standard,none,82,93,93,2015,Colorado
female,group C,high school,standard,none,60,68,72,2018,Massachusetts
female,group E,bachelor's degree,standard,none,37,45,38,2015,Wisconsin
male,group D,bachelor's degree,standard,none,88,78,83,2016,New York
male,group D,master's degree,standard,none,95,81,84,2015,Indiana
male,group C,associate's degree,free/reduced,completed,65,73,68,2015,North Carolina
female,group C,high school,free/reduced,none,35,61,54,2016,Massachusetts
male,group B,bachelor's degree,free/reduced,none,62,63,56,2015,Washington
male,group C,high school,free/reduced,completed,58,51,52,2020,Pennsylvania
male,group A,some college,standard,completed,100,96,86,2017,Indiana
female,group E,bachelor's degree,free/reduced,none,61,58,62,2018,Missouri
male,group D,some college,standard,completed,100,97,99,2020,Virginia
male,group B,associate's degree,free/reduced,completed,69,70,63,2016,Michigan
male,group D,associate's degree,standard,none,61,48,46,2017,Missouri
male,group D,some college,free/reduced,none,49,57,46,2016,Florida
female,group C,some high school,standard,completed,44,51,55,2015,Virginia
male,group D,some college,standard,none,67,64,70,2018,Washington
male,group B,high school,standard,none,79,60,65,2018,Missouri
female,group B,bachelor's degree,standard,completed,66,74,81,2017,Pennsylvania
female,group C,high school,standard,none,75,88,85,2016,Pennsylvania
male,group D,some high school,standard,none,84,84,80,2017,Arizona
male,group A,high school,standard,none,71,74,64,2017,Tennessee
female,group B,high school,free/reduced,completed,67,80,81,2016,Arizona
female,group D,some high school,standard,completed,80,92,88,2019,Wisconsin
male,group E,some college,standard,none,86,76,74,2015,North Carolina
female,group D,associate's degree,standard,none,76,74,73,2016,Georgia
male,group D,high school,standard,none,41,52,51,2018,California
female,group D,associate's degree,free/reduced,completed,74,88,90,2016,North Carolina
female,group B,some high school,free/reduced,none,72,81,79,2018,Georgia
female,group E,high school,standard,completed,74,79,80,2015,Indiana
male,group B,high school,standard,none,70,65,60,2017,Pennsylvania
female,group B,bachelor's degree,standard,completed,65,81,81,2018,Tennessee
female,group D,associate's degree,standard,none,59,70,65,2015,Massachusetts
female,group E,high school,free/reduced,none,64,62,68,2020,North Carolina
female,group B,high school,standard,none,50,53,55,2015,Wisconsin
female,group D,some college,standard,completed,69,79,81,2017,Washington
male,group C,some high school,free/reduced,completed,51,56,53,2019,Colorado
female,group A,high school,standard,completed,68,80,76,2020,Florida
female,group D,some college,standard,completed,85,86,98,2019,Maryland
female,group A,associate's degree,standard,completed,65,70,74,2018,California
female,group B,some high school,standard,none,73,79,79,2019,Massachusetts
female,group B,some college,standard,none,62,67,67,2020,Maryland
male,group C,associate's degree,free/reduced,none,77,67,64,2016,Virginia
male,group D,some high school,standard,none,69,66,61,2019,New York
female,group D,associate's degree,free/reduced,none,43,60,58,2015,Michigan
male,group D,associate's degree,standard,none,90,87,85,2017,Indiana
male,group C,some college,free/reduced,none,74,77,73,2016,Wisconsin
male,group C,some high school,standard,none,73,66,63,2017,Virginia
female,group D,some college,free/reduced,none,55,71,69,2016,Michigan
female,group C,high school,standard,none,65,69,67,2018,Colorado
male,group D,associate's degree,standard,none,80,63,63,2016,Georgia
female,group C,some high school,free/reduced,completed,50,60,60,2018,Arizona
female,group C,some college,free/reduced,completed,63,73,71,2016,North Carolina
female,group B,bachelor's degree,free/reduced,none,77,85,87,2019,Georgia
male,group C,some college,standard,none,73,74,61,2016,North Carolina
male,group D,associate's degree,standard,completed,81,72,77,2020,Massachusetts
female,group C,high school,free/reduced,none,66,76,68,2018,Colorado
male,group D,associate's degree,free/reduced,none,52,57,50,2017,Illinois
female,group C,some college,standard,none,69,78,76,2017,Washington
female,group C,associate's degree,standard,completed,65,84,84,2018,Virginia
female,group D,high school,standard,completed,69,77,78,2019,Ohio
female,group B,some college,standard,completed,50,64,66,2019,Arizona
female,group E,some college,standard,completed,73,78,76,2020,New York
female,group C,some high school,standard,completed,70,82,76,2018,Florida
male,group D,associate's degree,free/reduced,none,81,75,78,2017,North Carolina
male,group D,some college,free/reduced,none,63,61,60,2019,Washington
female,group D,high school,standard,none,67,72,74,2017,Pennsylvania
male,group B,high school,standard,none,60,68,60,2020,Ohio
male,group B,high school,standard,none,62,55,54,2015,Washington
female,group C,some high school,free/reduced,completed,29,40,44,2017,Wisconsin
male,group B,some college,standard,completed,62,66,68,2019,Washington
female,group E,master's degree,standard,completed,94,99,100,2019,Ohio
male,group E,some college,standard,completed,85,75,68,2015,North Carolina
male,group D,associate's degree,free/reduced,none,77,78,73,2018,North Carolina
male,group A,high school,free/reduced,none,53,58,44,2018,New York
male,group E,some college,free/reduced,none,93,90,83,2015,North Carolina
female,group C,associate's degree,standard,none,49,53,53,2020,New York
female,group E,associate's degree,free/reduced,none,73,76,78,2020,Texas
female,group C,bachelor's degree,free/reduced,completed,66,74,81,2016,New York
